date_and_time_UTC,callrate,LFcallrate,HFcallrate
2026-07-09 07:40:00+00:00,29.8,0.0,29.8
2026-07-09 07:50:00+00:00,0.0,0.0,0.0
2026-07-09 08:00:00+00:00,0.0,0.0,0.0
2026-07-09 08:10:00+00:00,10.4,0.0,10.4
2026-07-09 08:20:00+00:00,1.8,0.0,1.8
2026-07-09 08:30:00+00:00,79.0,0.0,79.0
2026-07-09 08:40:00+00:00,47.2,0.0,47.2
2026-07-09 08:50:00+00:00,39.0,0.0,39.0
2026-07-09 09:00:00+00:00,13.0,0.0,13.0
2026-07-09 09:10:00+00:00,0.0,0.0,0.0
2026-07-09 09:20:00+00:00,4.0,0.0,4.0
2026-07-09 09:30:00+00:00,37.2,0.0,37.2
2026-07-09 09:40:00+00:00,43.4,0.0,43.4
2026-07-09 09:50:00+00:00,0.0,0.0,0.0
2026-07-09 10:00:00+00:00,10.0,0.0,10.0
2026-07-09 10:10:00+00:00,5.8,0.2,5.6
2026-07-09 10:20:00+00:00,13.4,0.0,13.4
2026-07-09 10:30:00+00:00,3.0,0.0,3.0
2026-07-09 10:40:00+00:00,0.0,0.0,0.0
2026-07-09 10:50:00+00:00,32.4,0.0,32.4
2026-07-09 11:00:00+00:00,8.0,0.0,8.0
2026-07-09 11:10:00+00:00,0.4,0.4,0.0
2026-07-09 11:20:00+00:00,0.0,0.0,0.0
2026-07-09 11:30:00+00:00,0.0,0.0,0.0
2026-07-09 11:40:00+00:00,0.0,0.0,0.0
2026-07-09 11:50:00+00:00,0.0,0.0,0.0
2026-07-09 12:00:00+00:00,0.0,0.0,0.0
2026-07-09 12:10:00+00:00,0.0,0.0,0.0
2026-07-09 12:20:00+00:00,0.0,0.0,0.0
2026-07-09 12:30:00+00:00,0.0,0.0,0.0
2026-07-09 12:40:00+00:00,0.0,0.0,0.0
2026-07-09 12:50:00+00:00,0.0,0.0,0.0
2026-07-09 13:00:00+00:00,0.0,0.0,0.0
2026-07-09 13:10:00+00:00,0.0,0.0,0.0
2026-07-09 13:20:00+00:00,0.0,0.0,0.0
2026-07-09 13:30:00+00:00,0.0,0.0,0.0
2026-07-09 13:40:00+00:00,0.0,0.0,0.0
2026-07-09 13:50:00+00:00,0.0,0.0,0.0
2026-07-09 14:00:00+00:00,0.0,0.0,0.0
2026-07-09 14:10:00+00:00,0.0,0.0,0.0
2026-07-09 14:20:00+00:00,0.0,0.0,0.0
2026-07-09 14:30:00+00:00,0.0,0.0,0.0
2026-07-09 14:40:00+00:00,0.0,0.0,0.0
2026-07-09 14:50:00+00:00,0.2,0.2,0.0
2026-07-09 15:00:00+00:00,0.2,0.2,0.0
2026-07-09 15:10:00+00:00,0.0,0.0,0.0
2026-07-09 15:20:00+00:00,0.0,0.0,0.0
2026-07-09 15:30:00+00:00,0.0,0.0,0.0
2026-07-09 15:40:00+00:00,0.2,0.2,0.0
2026-07-09 15:50:00+00:00,0.0,0.0,0.0
2026-07-09 16:00:00+00:00,0.0,0.0,0.0
2026-07-09 16:10:00+00:00,0.0,0.0,0.0
2026-07-09 16:20:00+00:00,0.0,0.0,0.0
2026-07-09 16:30:00+00:00,0.2,0.2,0.0
2026-07-09 16:40:00+00:00,0.0,0.0,0.0
2026-07-09 16:50:00+00:00,0.2,0.2,0.0
2026-07-09 17:00:00+00:00,0.0,0.0,0.0
2026-07-09 17:10:00+00:00,0.2,0.2,0.0
2026-07-09 17:20:00+00:00,0.2,0.2,0.0
2026-07-09 17:30:00+00:00,0.0,0.0,0.0
2026-07-09 17:40:00+00:00,0.0,0.0,0.0
2026-07-09 17:50:00+00:00,0.0,0.0,0.0
2026-07-09 18:00:00+00:00,0.0,0.0,0.0
2026-07-09 18:10:00+00:00,0.0,0.0,0.0
2026-07-09 18:20:00+00:00,0.0,0.0,0.0
2026-07-09 18:30:00+00:00,0.0,0.0,0.0
2026-07-09 18:40:00+00:00,0.0,0.0,0.0
2026-07-09 18:50:00+00:00,0.0,0.0,0.0
2026-07-09 19:00:00+00:00,0.0,0.0,0.0
2026-07-09 19:10:00+00:00,0.0,0.0,0.0
2026-07-09 19:20:00+00:00,0.0,0.0,0.0
2026-07-09 19:30:00+00:00,0.0,0.0,0.0
2026-07-09 19:40:00+00:00,0.0,0.0,0.0
2026-07-09 19:50:00+00:00,0.0,0.0,0.0
2026-07-09 20:00:00+00:00,0.0,0.0,0.0
2026-07-09 20:10:00+00:00,0.0,0.0,0.0
2026-07-09 20:20:00+00:00,0.0,0.0,0.0
2026-07-09 20:30:00+00:00,0.0,0.0,0.0
2026-07-09 20:40:00+00:00,0.0,0.0,0.0
2026-07-09 20:50:00+00:00,0.0,0.0,0.0
2026-07-09 21:00:00+00:00,0.0,0.0,0.0
2026-07-09 21:10:00+00:00,0.0,0.0,0.0
2026-07-09 21:20:00+00:00,0.0,0.0,0.0
2026-07-09 21:30:00+00:00,0.0,0.0,0.0
2026-07-09 21:40:00+00:00,0.0,0.0,0.0
2026-07-09 21:50:00+00:00,0.0,0.0,0.0
2026-07-09 22:00:00+00:00,0.0,0.0,0.0
2026-07-09 22:10:00+00:00,0.0,0.0,0.0
2026-07-09 22:20:00+00:00,0.0,0.0,0.0
2026-07-09 22:30:00+00:00,0.0,0.0,0.0
2026-07-09 22:40:00+00:00,0.0,0.0,0.0
2026-07-09 22:50:00+00:00,0.0,0.0,0.0
2026-07-09 23:00:00+00:00,0.0,0.0,0.0
2026-07-09 23:10:00+00:00,0.0,0.0,0.0
2026-07-09 23:20:00+00:00,0.0,0.0,0.0
2026-07-09 23:30:00+00:00,0.0,0.0,0.0
2026-07-09 23:40:00+00:00,0.0,0.0,0.0
2026-07-09 23:50:00+00:00,0.4,0.4,0.0
2026-07-10 00:00:00+00:00,0.0,0.0,0.0
2026-07-10 00:10:00+00:00,0.0,0.0,0.0
2026-07-10 00:20:00+00:00,0.0,0.0,0.0
2026-07-10 00:30:00+00:00,0.0,0.0,0.0
2026-07-10 00:40:00+00:00,0.0,0.0,0.0
2026-07-10 00:50:00+00:00,0.0,0.0,0.0
2026-07-10 01:00:00+00:00,0.4,0.4,0.0
2026-07-10 01:10:00+00:00,0.0,0.0,0.0
2026-07-10 01:20:00+00:00,0.0,0.0,0.0
2026-07-10 01:30:00+00:00,0.0,0.0,0.0
2026-07-10 01:40:00+00:00,0.0,0.0,0.0
2026-07-10 01:50:00+00:00,0.0,0.0,0.0
2026-07-10 02:00:00+00:00,0.0,0.0,0.0
2026-07-10 02:10:00+00:00,0.0,0.0,0.0
2026-07-10 02:20:00+00:00,0.0,0.0,0.0
2026-07-10 02:30:00+00:00,0.0,0.0,0.0
2026-07-10 02:40:00+00:00,0.2,0.2,0.0
2026-07-10 02:50:00+00:00,0.0,0.0,0.0
2026-07-10 03:00:00+00:00,0.0,0.0,0.0
2026-07-10 03:10:00+00:00,0.2,0.2,0.0
2026-07-10 03:20:00+00:00,0.2,0.2,0.0
2026-07-10 03:30:00+00:00,0.0,0.0,0.0
2026-07-10 03:40:00+00:00,1.0,1.0,0.0
2026-07-10 03:50:00+00:00,1.4,1.4,0.0
2026-07-10 04:00:00+00:00,0.0,0.0,0.0
2026-07-10 04:10:00+00:00,0.0,0.0,0.0
2026-07-10 04:20:00+00:00,0.0,0.0,0.0
2026-07-10 04:30:00+00:00,0.0,0.0,0.0
2026-07-10 04:40:00+00:00,0.0,0.0,0.0
2026-07-10 04:50:00+00:00,0.4,0.4,0.0
2026-07-10 05:00:00+00:00,0.0,0.0,0.0
2026-07-10 05:10:00+00:00,5.4,0.0,5.4
2026-07-10 05:20:00+00:00,4.4,4.4,0.0
2026-07-10 05:30:00+00:00,0.0,0.0,0.0
2026-07-10 05:40:00+00:00,3.2,3.2,0.0
2026-07-10 05:50:00+00:00,0.0,0.0,0.0
2026-07-10 06:00:00+00:00,0.8,0.6,0.2
2026-07-10 06:10:00+00:00,0.0,0.0,0.0
2026-07-10 06:20:00+00:00,20.4,0.0,20.4
2026-07-10 06:30:00+00:00,14.6,0.0,14.6
2026-07-10 06:40:00+00:00,0.0,0.0,0.0
2026-07-10 06:50:00+00:00,1.2,1.2,0.0
2026-07-10 07:00:00+00:00,0.0,0.0,0.0
2026-07-10 07:10:00+00:00,2.2,2.2,0.0
2026-07-10 07:20:00+00:00,21.0,0.4,20.6
2026-07-10 07:30:00+00:00,0.6,0.0,0.6
2026-07-10 07:40:00+00:00,8.0,8.0,0.0
2026-07-10 07:50:00+00:00,0.0,0.0,0.0
2026-07-10 08:00:00+00:00,105.6,0.0,105.6
2026-07-10 08:10:00+00:00,79.2,0.0,79.2
2026-07-10 08:20:00+00:00,61.6,6.8,54.8
2026-07-10 08:30:00+00:00,72.8,0.0,72.8
2026-07-10 08:40:00+00:00,8.2,0.2,8.0
2026-07-10 08:50:00+00:00,72.8,0.0,72.8
2026-07-10 09:00:00+00:00,2.0,0.2,1.8
2026-07-10 09:10:00+00:00,3.4,3.4,0.0
2026-07-10 09:20:00+00:00,0.0,0.0,0.0
2026-07-10 09:30:00+00:00,35.6,13.6,22.0
2026-07-10 09:40:00+00:00,17.0,2.2,14.8
2026-07-10 09:50:00+00:00,26.4,0.0,26.4
2026-07-10 10:00:00+00:00,40.6,3.4,37.2
2026-07-10 10:10:00+00:00,32.8,0.0,32.8
2026-07-10 10:20:00+00:00,0.6,0.6,0.0
2026-07-10 10:30:00+00:00,0.0,0.0,0.0
2026-07-10 10:40:00+00:00,6.8,0.0,6.8
2026-07-10 10:50:00+00:00,0.0,0.0,0.0
2026-07-10 11:00:00+00:00,0.0,0.0,0.0
2026-07-10 11:10:00+00:00,4.8,0.0,4.8
2026-07-10 11:20:00+00:00,0.0,0.0,0.0
2026-07-10 11:30:00+00:00,0.0,0.0,0.0
2026-07-10 11:40:00+00:00,0.0,0.0,0.0
2026-07-10 11:50:00+00:00,0.0,0.0,0.0
2026-07-10 12:00:00+00:00,0.0,0.0,0.0
2026-07-10 12:10:00+00:00,0.0,0.0,0.0
2026-07-10 12:20:00+00:00,0.0,0.0,0.0
2026-07-10 12:30:00+00:00,0.0,0.0,0.0
2026-07-10 12:40:00+00:00,0.0,0.0,0.0
2026-07-10 12:50:00+00:00,0.0,0.0,0.0
2026-07-10 13:00:00+00:00,0.0,0.0,0.0
2026-07-10 13:10:00+00:00,0.0,0.0,0.0
2026-07-10 13:20:00+00:00,0.0,0.0,0.0
2026-07-10 13:30:00+00:00,0.0,0.0,0.0
2026-07-10 13:40:00+00:00,0.0,0.0,0.0
2026-07-10 13:50:00+00:00,0.0,0.0,0.0
2026-07-10 14:00:00+00:00,0.0,0.0,0.0
2026-07-10 14:10:00+00:00,0.0,0.0,0.0
2026-07-10 14:20:00+00:00,0.0,0.0,0.0
2026-07-10 14:30:00+00:00,0.0,0.0,0.0
2026-07-10 14:40:00+00:00,0.0,0.0,0.0
2026-07-10 14:50:00+00:00,0.0,0.0,0.0
2026-07-10 15:00:00+00:00,0.2,0.2,0.0
2026-07-10 15:10:00+00:00,0.0,0.0,0.0
2026-07-10 15:20:00+00:00,0.0,0.0,0.0
2026-07-10 15:30:00+00:00,0.0,0.0,0.0
2026-07-10 15:40:00+00:00,0.2,0.2,0.0
2026-07-10 15:50:00+00:00,0.0,0.0,0.0
2026-07-10 16:00:00+00:00,0.0,0.0,0.0
2026-07-10 16:10:00+00:00,0.0,0.0,0.0
2026-07-10 16:20:00+00:00,0.0,0.0,0.0
2026-07-10 16:30:00+00:00,0.0,0.0,0.0
2026-07-10 16:40:00+00:00,0.2,0.2,0.0
2026-07-10 16:50:00+00:00,0.0,0.0,0.0
2026-07-10 17:00:00+00:00,0.2,0.2,0.0
2026-07-10 17:10:00+00:00,0.0,0.0,0.0
2026-07-10 17:20:00+00:00,0.0,0.0,0.0
2026-07-10 17:30:00+00:00,0.0,0.0,0.0
2026-07-10 17:40:00+00:00,0.0,0.0,0.0
2026-07-10 17:50:00+00:00,0.0,0.0,0.0
2026-07-10 18:00:00+00:00,0.0,0.0,0.0
2026-07-10 18:10:00+00:00,0.0,0.0,0.0
2026-07-10 18:20:00+00:00,0.4,0.4,0.0
2026-07-10 18:30:00+00:00,0.0,0.0,0.0
2026-07-10 18:40:00+00:00,0.0,0.0,0.0
2026-07-10 18:50:00+00:00,0.0,0.0,0.0
2026-07-10 19:00:00+00:00,0.0,0.0,0.0
2026-07-10 19:10:00+00:00,0.0,0.0,0.0
2026-07-10 19:20:00+00:00,0.0,0.0,0.0
2026-07-10 19:30:00+00:00,0.0,0.0,0.0
2026-07-10 19:40:00+00:00,0.0,0.0,0.0
2026-07-10 19:50:00+00:00,0.0,0.0,0.0
2026-07-10 20:00:00+00:00,0.0,0.0,0.0
2026-07-10 20:10:00+00:00,0.0,0.0,0.0
2026-07-10 20:20:00+00:00,0.0,0.0,0.0
2026-07-10 20:30:00+00:00,0.0,0.0,0.0
2026-07-10 20:40:00+00:00,0.0,0.0,0.0
2026-07-10 20:50:00+00:00,0.0,0.0,0.0
2026-07-10 21:00:00+00:00,0.0,0.0,0.0
2026-07-10 21:10:00+00:00,0.0,0.0,0.0
2026-07-10 21:20:00+00:00,0.0,0.0,0.0
2026-07-10 21:30:00+00:00,0.0,0.0,0.0
2026-07-10 21:40:00+00:00,0.2,0.2,0.0
2026-07-10 21:50:00+00:00,0.0,0.0,0.0
2026-07-10 22:00:00+00:00,0.0,0.0,0.0
2026-07-10 22:10:00+00:00,0.0,0.0,0.0
2026-07-10 22:20:00+00:00,0.0,0.0,0.0
2026-07-10 22:30:00+00:00,0.0,0.0,0.0
2026-07-10 22:40:00+00:00,0.4,0.4,0.0
2026-07-10 22:50:00+00:00,0.2,0.2,0.0
2026-07-10 23:00:00+00:00,0.0,0.0,0.0
2026-07-10 23:10:00+00:00,0.4,0.4,0.0
2026-07-10 23:20:00+00:00,0.2,0.2,0.0
2026-07-10 23:30:00+00:00,0.0,0.0,0.0
2026-07-10 23:40:00+00:00,0.0,0.0,0.0
2026-07-10 23:50:00+00:00,0.0,0.0,0.0
2026-07-11 00:00:00+00:00,0.4,0.4,0.0
2026-07-11 00:10:00+00:00,9.6,9.6,0.0
2026-07-11 00:20:00+00:00,1.2,1.2,0.0
2026-07-11 00:30:00+00:00,0.0,0.0,0.0
2026-07-11 00:40:00+00:00,2.4,2.4,0.0
2026-07-11 00:50:00+00:00,2.6,2.6,0.0
2026-07-11 01:00:00+00:00,0.0,0.0,0.0
2026-07-11 01:10:00+00:00,0.0,0.0,0.0
2026-07-11 01:20:00+00:00,0.0,0.0,0.0
2026-07-11 01:30:00+00:00,0.0,0.0,0.0
2026-07-11 01:40:00+00:00,0.0,0.0,0.0
2026-07-11 01:50:00+00:00,0.0,0.0,0.0
2026-07-11 02:00:00+00:00,0.0,0.0,0.0
2026-07-11 02:10:00+00:00,0.0,0.0,0.0
2026-07-11 02:20:00+00:00,0.0,0.0,0.0
2026-07-11 02:30:00+00:00,0.0,0.0,0.0
2026-07-11 02:40:00+00:00,0.0,0.0,0.0
2026-07-11 02:50:00+00:00,0.0,0.0,0.0
2026-07-11 03:00:00+00:00,0.0,0.0,0.0
2026-07-11 03:10:00+00:00,0.0,0.0,0.0
2026-07-11 03:20:00+00:00,0.0,0.0,0.0
2026-07-11 03:30:00+00:00,0.0,0.0,0.0
2026-07-11 03:40:00+00:00,0.0,0.0,0.0
2026-07-11 03:50:00+00:00,0.0,0.0,0.0
2026-07-11 04:00:00+00:00,0.0,0.0,0.0
2026-07-11 04:10:00+00:00,0.0,0.0,0.0
2026-07-11 04:20:00+00:00,0.0,0.0,0.0
2026-07-11 04:30:00+00:00,0.0,0.0,0.0
2026-07-11 04:40:00+00:00,0.0,0.0,0.0
2026-07-11 04:50:00+00:00,0.0,0.0,0.0
2026-07-11 05:00:00+00:00,20.4,1.0,19.4
2026-07-11 05:10:00+00:00,12.0,12.0,0.0
2026-07-11 05:20:00+00:00,0.0,0.0,0.0
2026-07-11 05:30:00+00:00,0.4,0.4,0.0
2026-07-11 05:40:00+00:00,16.2,1.2,15.0
2026-07-11 05:50:00+00:00,0.0,0.0,0.0
2026-07-11 06:00:00+00:00,12.0,0.4,11.6
2026-07-11 06:10:00+00:00,0.0,0.0,0.0
2026-07-11 06:20:00+00:00,0.0,0.0,0.0
2026-07-11 06:30:00+00:00,0.2,0.0,0.2
2026-07-11 06:40:00+00:00,7.2,0.0,7.2
2026-07-11 06:50:00+00:00,0.2,0.2,0.0
2026-07-11 07:00:00+00:00,13.2,0.0,13.2
2026-07-11 07:10:00+00:00,0.2,0.2,0.0
2026-07-11 07:20:00+00:00,0.0,0.0,0.0
2026-07-11 07:30:00+00:00,0.0,0.0,0.0
2026-07-11 07:40:00+00:00,0.0,0.0,0.0
2026-07-11 07:50:00+00:00,12.8,0.0,12.8
2026-07-11 08:00:00+00:00,42.4,0.0,42.4
2026-07-11 08:10:00+00:00,0.2,0.2,0.0
2026-07-11 08:20:00+00:00,36.6,0.0,36.6
2026-07-11 08:30:00+00:00,14.0,0.0,14.0
2026-07-11 08:40:00+00:00,7.8,0.0,7.8
2026-07-11 08:50:00+00:00,37.0,0.0,37.0
2026-07-11 09:00:00+00:00,0.0,0.0,0.0
2026-07-11 09:10:00+00:00,7.0,0.0,7.0
2026-07-11 09:20:00+00:00,0.0,0.0,0.0
2026-07-11 09:30:00+00:00,0.0,0.0,0.0
2026-07-11 09:40:00+00:00,1.0,1.0,0.0
2026-07-11 09:50:00+00:00,0.0,0.0,0.0
2026-07-11 10:00:00+00:00,22.2,0.0,22.2
2026-07-11 10:10:00+00:00,0.6,0.0,0.6
2026-07-11 10:20:00+00:00,2.2,0.0,2.2
2026-07-11 10:30:00+00:00,0.2,0.0,0.2
2026-07-11 10:40:00+00:00,8.0,0.0,8.0
2026-07-11 10:50:00+00:00,21.2,0.0,21.2
2026-07-11 11:00:00+00:00,0.0,0.0,0.0
2026-07-11 11:10:00+00:00,0.0,0.0,0.0
2026-07-11 11:20:00+00:00,27.6,0.0,27.6
2026-07-11 11:30:00+00:00,21.6,0.0,21.6
2026-07-11 11:40:00+00:00,0.0,0.0,0.0
2026-07-11 11:50:00+00:00,0.0,0.0,0.0
2026-07-11 12:00:00+00:00,0.0,0.0,0.0
2026-07-11 12:10:00+00:00,0.0,0.0,0.0
2026-07-11 12:20:00+00:00,0.0,0.0,0.0
2026-07-11 12:30:00+00:00,0.0,0.0,0.0
2026-07-11 12:40:00+00:00,0.0,0.0,0.0
2026-07-11 12:50:00+00:00,0.0,0.0,0.0
2026-07-11 13:00:00+00:00,0.0,0.0,0.0
2026-07-11 13:10:00+00:00,0.0,0.0,0.0
2026-07-11 13:20:00+00:00,0.0,0.0,0.0
2026-07-11 13:30:00+00:00,0.0,0.0,0.0
2026-07-11 13:40:00+00:00,0.0,0.0,0.0
2026-07-11 13:50:00+00:00,0.0,0.0,0.0
2026-07-11 14:00:00+00:00,0.0,0.0,0.0
2026-07-11 14:10:00+00:00,0.0,0.0,0.0
2026-07-11 14:20:00+00:00,0.0,0.0,0.0
2026-07-11 14:30:00+00:00,0.0,0.0,0.0
2026-07-11 14:40:00+00:00,0.0,0.0,0.0
2026-07-11 14:50:00+00:00,0.2,0.2,0.0
2026-07-11 15:00:00+00:00,0.0,0.0,0.0
2026-07-11 15:10:00+00:00,0.0,0.0,0.0
2026-07-11 15:20:00+00:00,0.0,0.0,0.0
2026-07-11 15:30:00+00:00,0.0,0.0,0.0
2026-07-11 15:40:00+00:00,0.0,0.0,0.0
2026-07-11 15:50:00+00:00,0.0,0.0,0.0
2026-07-11 16:00:00+00:00,0.0,0.0,0.0
2026-07-11 16:10:00+00:00,0.0,0.0,0.0
2026-07-11 16:20:00+00:00,0.0,0.0,0.0
2026-07-11 16:30:00+00:00,0.0,0.0,0.0
2026-07-11 16:40:00+00:00,0.0,0.0,0.0
2026-07-11 16:50:00+00:00,0.0,0.0,0.0
2026-07-11 17:00:00+00:00,0.0,0.0,0.0
2026-07-11 17:10:00+00:00,0.0,0.0,0.0
2026-07-11 17:20:00+00:00,0.0,0.0,0.0
2026-07-11 17:30:00+00:00,0.0,0.0,0.0
2026-07-11 17:40:00+00:00,0.0,0.0,0.0
2026-07-11 17:50:00+00:00,0.0,0.0,0.0
2026-07-11 18:00:00+00:00,0.0,0.0,0.0
2026-07-11 18:10:00+00:00,0.0,0.0,0.0
2026-07-11 18:20:00+00:00,0.0,0.0,0.0
2026-07-11 18:30:00+00:00,0.0,0.0,0.0
2026-07-11 18:40:00+00:00,0.0,0.0,0.0
2026-07-11 18:50:00+00:00,0.0,0.0,0.0
2026-07-11 19:00:00+00:00,0.2,0.2,0.0
2026-07-11 19:10:00+00:00,0.0,0.0,0.0
2026-07-11 19:20:00+00:00,0.0,0.0,0.0
2026-07-11 19:30:00+00:00,0.0,0.0,0.0
2026-07-11 19:40:00+00:00,0.0,0.0,0.0
2026-07-11 19:50:00+00:00,0.0,0.0,0.0
2026-07-11 20:00:00+00:00,0.0,0.0,0.0
2026-07-11 20:10:00+00:00,0.0,0.0,0.0
2026-07-11 20:20:00+00:00,0.0,0.0,0.0
2026-07-11 20:30:00+00:00,0.0,0.0,0.0
2026-07-11 20:40:00+00:00,0.0,0.0,0.0
2026-07-11 20:50:00+00:00,0.0,0.0,0.0
2026-07-11 21:00:00+00:00,0.0,0.0,0.0
2026-07-11 21:10:00+00:00,0.0,0.0,0.0
2026-07-11 21:20:00+00:00,0.0,0.0,0.0
2026-07-11 21:30:00+00:00,0.0,0.0,0.0
2026-07-11 21:40:00+00:00,0.0,0.0,0.0
2026-07-11 21:50:00+00:00,0.0,0.0,0.0
2026-07-11 22:00:00+00:00,0.0,0.0,0.0
2026-07-11 22:10:00+00:00,0.0,0.0,0.0
2026-07-11 22:20:00+00:00,0.0,0.0,0.0
2026-07-11 22:30:00+00:00,0.0,0.0,0.0
2026-07-11 22:40:00+00:00,0.0,0.0,0.0
2026-07-11 22:50:00+00:00,0.2,0.2,0.0
2026-07-11 23:00:00+00:00,0.0,0.0,0.0
2026-07-11 23:10:00+00:00,0.0,0.0,0.0
2026-07-11 23:20:00+00:00,0.0,0.0,0.0
2026-07-11 23:30:00+00:00,0.0,0.0,0.0
2026-07-11 23:40:00+00:00,0.0,0.0,0.0
2026-07-11 23:50:00+00:00,0.0,0.0,0.0
2026-07-12 00:00:00+00:00,0.0,0.0,0.0
2026-07-12 00:10:00+00:00,0.0,0.0,0.0
2026-07-12 00:20:00+00:00,0.0,0.0,0.0
2026-07-12 00:30:00+00:00,0.0,0.0,0.0
2026-07-12 00:40:00+00:00,0.0,0.0,0.0
2026-07-12 00:50:00+00:00,0.0,0.0,0.0
2026-07-12 01:00:00+00:00,0.0,0.0,0.0
2026-07-12 01:10:00+00:00,0.0,0.0,0.0
2026-07-12 01:20:00+00:00,0.0,0.0,0.0
2026-07-12 01:30:00+00:00,0.0,0.0,0.0
2026-07-12 01:40:00+00:00,0.0,0.0,0.0
2026-07-12 01:50:00+00:00,0.0,0.0,0.0
2026-07-12 02:00:00+00:00,0.0,0.0,0.0
2026-07-12 02:10:00+00:00,0.0,0.0,0.0
2026-07-12 02:20:00+00:00,0.0,0.0,0.0
2026-07-12 02:30:00+00:00,0.0,0.0,0.0
2026-07-12 02:40:00+00:00,0.0,0.0,0.0
